CCAA,Total_Ingresados,PercCamasCovid,UCI,PerCamasUCI,Ingresos24h,Altas24h,fecha
Principado de Asturias,573,164,128,3844,48,60,2021-02-18
Región de Murcia,399,966,112,2295,26,47,2021-02-18
Andalucía,2623,1445,612,316,209,386,2021-02-19
Aragón,503,1197,80,339,43,60,2021-02-19
Cantabria,133,841,23,1769,16,14,2021-02-19
Castilla y León,1168,1657,262,4359,82,149,2021-02-19
Castilla-La Mancha,619,1181,176,3659,24,104,2021-02-19
Cataluña,3033,1193,630,4192,252,344,2021-02-19
Ceuta,32,16,7,4118,2,0,2021-02-19
Comunidad de Madrid,3272,1879,657,4747,261,394,2021-02-19
Comunidad Foral de Navarra,112,577,23,1756,7,6,2021-02-19
Comunidad Valenciana,1689,14,456,3848,106,254,2021-02-19
España,16314,1283,3739,3477,1240,2065,2021-02-19
Extremadura,185,623,48,2264,6,16,2021-02-19
Galicia,746,88,175,2224,55,97,2021-02-19
Islas Baleares,242,729,79,2642,14,23,2021-02-19
Islas Canarias,244,447,85,1805,21,23,2021-02-19
La Rioja,108,129,33,3793,3,13,2021-02-19
Melilla,25,1374,5,2941,2,2,2021-02-19
País Vasco,664,1321,152,3326,68,85,2021-02-19
Principado de Asturias,539,1543,127,3814,44,56,2021-02-19
Región de Murcia,377,913,109,2243,25,39,2021-02-19
Andalucía,2287,1329,565,2937,124,119,2021-02-22
Aragón,475,113,86,3644,35,15,2021-02-22
Cantabria,139,879,28,2154,12,4,2021-02-22
Castilla y León,1079,1543,247,4124,62,39,2021-02-22
Castilla-La Mancha,537,1027,166,3451,17,21,2021-02-22
Cataluña,2904,1144,609,4101,177,153,2021-02-22
Ceuta,31,155,7,4118,0,0,2021-02-22
Comunidad de Madrid,3226,1858,645,4688,175,116,2021-02-22
Comunidad Foral de Navarra,98,505,21,1603,3,6,2021-02-22
Comunidad Valenciana,1491,1243,403,3409,86,81,2021-02-22
España,15208,121,3533,3302,863,634,2021-02-22
Extremadura,164,564,40,1835,4,3,2021-02-22
Galicia,666,8,161,2064,40,19,2021-02-22
Islas Baleares,218,657,67,2302,8,9,2021-02-22
Islas Canarias,255,466,83,1751,21,3,2021-02-22
La Rioja,94,1123,28,3218,2,3,2021-02-22
Melilla,23,1264,4,2353,1,0,2021-02-22
País Vasco,664,1344,142,3142,34,24,2021-02-22
Principado de Asturias,512,1464,124,3724,28,12,2021-02-22
Región de Murcia,345,835,107,2202,34,7,2021-02-22
Andalucía,2151,1249,528,275,203,323,2021-02-23
Aragón,454,1081,78,3305,37,50,2021-02-23
Cantabria,140,885,27,2077,24,22,2021-02-23
Castilla y León,1032,1461,237,4003,84,120,2021-02-23
Castilla-La Mancha,513,987,156,3284,34,63,2021-02-23
Cataluña,2763,1093,610,4056,250,363,2021-02-23
Ceuta,31,1535,7,4118,0,2,2021-02-23
Comunidad de Madrid,2944,1686,624,4535,237,409,2021-02-23
Comunidad Foral de Navarra,96,494,20,1527,4,8,2021-02-23
Comunidad Valenciana,1356,1149,363,3121,107,231,2021-02-23
España,14169,1127,3365,3154,1191,1994,2021-02-23
Extremadura,148,499,40,1887,8,23,2021-02-23
Galicia,580,697,152,1949,44,85,2021-02-23
Islas Baleares,206,625,61,2096,14,24,2021-02-23
Islas Canarias,256,468,83,177,21,17,2021-02-23
La Rioja,89,1063,27,3103,1,6,2021-02-23
Melilla,19,1044,3,1765,0,4,2021-02-23
País Vasco,603,1201,133,2956,57,129,2021-02-23
Principado de Asturias,482,1378,124,3724,47,63,2021-02-23
Región de Murcia,306,741,92,1893,19,52,2021-02-23
Andalucía,2134,1179,504,2628,176,295,2021-02-24
Aragón,422,1005,76,322,35,57,2021-02-24
Cantabria,135,853,26,20,14,14,2021-02-24
Castilla y León,971,1377,231,3915,74,120,2021-02-24
Castilla-La Mancha,467,899,144,307,25,67,2021-02-24
Cataluña,2643,1043,603,3991,233,343,2021-02-24
Ceuta,28,1386,6,3529,0,4,2021-02-24
Comunidad de Madrid,2817,1628,610,4475,212,346,2021-02-24
Comunidad Foral de Navarra,92,473,21,1603,6,9,2021-02-24
Comunidad Valenciana,1233,1045,332,2964,69,217,2021-02-24
España,13495,1067,3241,3055,1056,1776,2021-02-24
Extremadura,129,435,40,1887,6,12,2021-02-24
Galicia,561,673,142,1821,54,57,2021-02-24
Islas Baleares,190,572,58,1993,11,26,2021-02-24
Islas Canarias,249,456,82,1748,18,16,2021-02-24
La Rioja,77,92,26,2989,1,13,2021-02-24
Melilla,17,934,3,1765,2,4,2021-02-24
País Vasco,586,1165,131,2918,63,93,2021-02-24
Principado de Asturias,463,1324,117,3514,36,42,2021-02-24
Región de Murcia,281,68,89,1831,21,41,2021-02-24
Andalucía,2023,1115,479,2492,191,289,2021-02-25
Aragón,402,956,78,3305,34,48,2021-02-25
Cantabria,128,809,27,2077,12,13,2021-02-25
Castilla y León,902,1279,217,3709,65,125,2021-02-25
Castilla-La Mancha,434,836,143,3056,18,70,2021-02-25
Cataluña,2543,1005,570,3851,199,348,2021-02-25
Ceuta,25,1238,6,3529,0,3,2021-02-25
Comunidad de Madrid,2699,1561,602,4401,221,317,2021-02-25
Comunidad Foral de Navarra,88,453,20,1527,8,10,2021-02-25
Comunidad Valenciana,1155,989,323,2966,83,163,2021-02-25
España,12831,1016,3123,2962,1053,1689,2021-02-25
Extremadura,107,361,34,1604,6,21,2021-02-25
Galicia,533,64,134,1718,48,68,2021-02-25
Islas Baleares,187,564,59,2027,17,20,2021-02-25
Islas Canarias,236,432,82,1741,13,19,2021-02-25
La Rioja,69,824,26,2989,3,10,2021-02-25
Melilla,20,1099,4,2353,4,1,2021-02-25
País Vasco,579,1158,121,275,65,87,2021-02-25
Principado de Asturias,447,1279,112,3363,48,48,2021-02-25
Región de Murcia,254,615,86,177,18,29,2021-02-25
Andalucía,1932,1064,447,2323,161,255,2021-02-26
Aragón,381,906,75,3178,27,42,2021-02-26
Cantabria,121,765,28,2154,14,16,2021-02-26
Castilla y León,831,118,218,3714,53,74,2021-02-26
Castilla-La Mancha,409,792,134,3004,23,64,2021-02-26
Cataluña,2422,959,567,3841,227,277,2021-02-26
Ceuta,24,1194,6,3529,1,2,2021-02-26
Comunidad de Madrid,2613,1517,588,432,225,298,2021-02-26
Comunidad Foral de Navarra,87,448,21,1603,5,9,2021-02-26
Comunidad Valenciana,1078,926,305,2856,85,139,2021-02-26
España,12207,967,3021,2877,1022,1461,2021-02-26
Extremadura,97,327,33,1618,1,7,2021-02-26
Galicia,500,591,120,1513,43,69,2021-02-26
Islas Baleares,174,522,58,1993,6,21,2021-02-26
Islas Canarias,238,436,79,1677,25,16,2021-02-26
La Rioja,71,848,26,2989,8,6,2021-02-26
Melilla,21,1154,3,1765,3,1,2021-02-26
País Vasco,561,1122,119,2692,59,80,2021-02-26
Principado de Asturias,416,119,114,3434,40,50,2021-02-26
Región de Murcia,231,559,80,1646,16,35,2021-02-26
Andalucía,1802,996,421,2194,139,161,2021-03-01
Aragón,372,883,74,3136,26,14,2021-03-01
Cantabria,121,765,25,1923,7,4,2021-03-01
Castilla y León,765,1092,221,3778,57,42,2021-03-01
Castilla-La Mancha,363,703,118,2646,10,16,2021-03-01
Cataluña,2413,96,579,3902,169,115,2021-03-01
Ceuta,28,1414,6,3529,1,0,2021-03-01
Comunidad de Madrid,2575,1504,573,4341,138,104,2021-03-01
Comunidad Foral de Navarra,73,376,19,145,1,1,2021-03-01
Comunidad Valenciana,1004,87,281,2694,66,43,2021-03-01
España,11754,936,2923,2809,764,570,2021-03-01
Extremadura,78,265,23,1085,2,8,2021-03-01
Galicia,477,566,113,1425,41,12,2021-03-01
Islas Baleares,152,46,54,1856,7,4,2021-03-01
Islas Canarias,257,471,88,1868,16,6,2021-03-01
La Rioja,69,824,26,2989,1,0,2021-03-01
Melilla,20,1099,2,1176,3,4,2021-03-01
País Vasco,561,1138,113,258,32,17,2021-03-01
Principado de Asturias,404,1156,111,3343,24,12,2021-03-01
Región de Murcia,220,533,76,1564,24,7,2021-03-01
Andalucía,1780,981,407,2129,116,116,2021-03-02
Aragón,367,87,76,322,39,37,2021-03-02
Cantabria,106,67,24,1846,8,22,2021-03-02
Castilla y León,729,1042,208,3562,58,72,2021-03-02
Castilla-La Mancha,349,677,110,2558,22,41,2021-03-02
Cataluña,2299,914,563,3804,194,307,2021-03-02
Ceuta,26,1307,7,4118,2,3,2021-03-02
Comunidad de Madrid,2469,1436,542,4069,193,298,2021-03-02
Comunidad Foral de Navarra,68,35,20,1527,7,12,2021-03-02
Comunidad Valenciana,908,783,254,2461,75,141,2021-03-02
España,11246,894,2796,2699,909,1313,2021-03-02
Extremadura,74,251,21,991,4,8,2021-03-02
Galicia,442,523,102,1303,52,64,2021-03-02
Islas Baleares,154,468,52,1787,11,8,2021-03-02
Islas Canarias,282,519,86,1874,28,13,2021-03-02
La Rioja,66,789,25,2874,2,7,2021-03-02
Melilla,17,934,4,2353,3,8,2021-03-02
País Vasco,525,1057,112,2545,45,83,2021-03-02
Principado de Asturias,384,1098,110,3303,36,46,2021-03-02
Región de Murcia,201,487,73,1502,14,27,2021-03-02
Andalucía,1681,93,388,2045,153,249,2021-03-03
Aragón,339,805,73,3093,30,47,2021-03-03
Cantabria,101,638,22,1692,11,9,2021-03-03
Castilla y León,685,981,199,339,57,78,2021-03-03
Castilla-La Mancha,320,622,106,2536,12,40,2021-03-03
Cataluña,2189,867,558,3758,225,301,2021-03-03
Ceuta,24,1206,6,3529,1,3,2021-03-03
Comunidad de Madrid,2427,1412,533,4023,197,254,2021-03-03
Comunidad Foral de Navarra,75,386,21,1603,12,6,2021-03-03
Comunidad Valenciana,823,712,240,2362,58,118,2021-03-03
España,10788,857,2709,2626,952,1326,2021-03-03
Extremadura,59,201,20,976,1,14,2021-03-03
Galicia,411,487,95,1213,43,51,2021-03-03
Islas Baleares,143,43,44,1512,10,17,2021-03-03
Islas Canarias,287,527,85,1805,23,14,2021-03-03
La Rioja,58,693,22,2529,3,12,2021-03-03
Melilla,17,934,3,1765,3,3,2021-03-03
País Vasco,512,103,114,2615,47,59,2021-03-03
Principado de Asturias,386,1102,108,3243,45,33,2021-03-03
Región de Murcia,201,487,72,1481,21,18,2021-03-03
Andalucía,1557,861,361,1888,146,266,2021-03-04
Aragón,323,77,73,3093,34,46,2021-03-04
Cantabria,85,537,24,1846,12,13,2021-03-04
Castilla y León,634,908,194,3339,51,70,2021-03-04
Castilla-La Mancha,314,611,105,2512,22,33,2021-03-04
Cataluña,2139,846,542,3707,186,241,2021-03-04
Ceuta,19,955,6,3529,0,4,2021-03-04
Comunidad de Madrid,2335,1364,525,3998,203,266,2021-03-04
Comunidad Foral de Navarra,49,252,16,1221,7,13,2021-03-04
Comunidad Valenciana,734,635,223,2212,42,104,2021-03-04
España,10200,811,2615,2544,899,1280,2021-03-04
Extremadura,55,187,19,927,6,9,2021-03-04
Galicia,402,477,93,1188,44,40,2021-03-04
Islas Baleares,131,396,44,1512,11,22,2021-03-04
Islas Canarias,289,53,84,1783,23,15,2021-03-04
La Rioja,59,705,22,2529,5,4,2021-03-04
Melilla,15,824,3,1765,2,4,2021-03-04
País Vasco,501,1002,109,2512,52,69,2021-03-04
Principado de Asturias,377,1076,103,3093,40,38,2021-03-04
Región de Murcia,182,441,69,142,13,23,2021-03-04
Andalucía,1503,833,351,1871,150,202,2021-03-05
Aragón,313,745,69,2899,41,45,2021-03-05
Cantabria,80,509,25,2083,12,11,2021-03-05
Castilla y León,597,857,184,3178,57,53,2021-03-05
Castilla-La Mancha,298,581,98,2344,21,38,2021-03-05
Cataluña,2071,817,547,3741,192,271,2021-03-05
Ceuta,19,95,7,4118,5,4,2021-03-05
Comunidad de Madrid,2300,1349,520,4009,184,184,2021-03-05
Comunidad Foral de Navarra,70,361,14,1069,4,4,2021-03-05
Comunidad Valenciana,693,6,215,2129,42,101,2021-03-05
España,9896,788,2571,2514,908,1134,2021-03-05
Extremadura,55,187,20,976,3,6,2021-03-05
Galicia,372,441,89,1137,37,40,2021-03-05
Islas Baleares,118,36,41,1409,5,22,2021-03-05
Islas Canarias,289,53,84,178,23,26,2021-03-05
La Rioja,60,83,23,434,8,6,2021-03-05
Melilla,18,989,3,1765,4,1,2021-03-05
País Vasco,494,988,110,2511,65,72,2021-03-05
Principado de Asturias,374,1068,105,3153,41,29,2021-03-05
Región de Murcia,172,416,66,1358,14,19,2021-03-05
Andalucía,1404,779,332,1772,116,60,2021-03-08
Aragón,328,784,65,2754,21,7,2021-03-08
Cantabria,79,503,24,20,8,5,2021-03-08
Castilla y León,604,863,184,2992,42,22,2021-03-08
Castilla-La Mancha,278,561,89,2265,19,11,2021-03-08
Cataluña,2096,832,521,3628,147,86,2021-03-08
Ceuta,24,12,9,5294,5,0,2021-03-08
Comunidad de Madrid,2320,1364,514,3924,125,74,2021-03-08
Comunidad Foral de Navarra,70,36,16,1221,5,0,2021-03-08
Comunidad Valenciana,619,537,202,2022,53,36,2021-03-08
España,9761,781,2471,2427,676,351,2021-03-08
Extremadura,49,167,17,829,5,1,2021-03-08
Galicia,357,433,78,1016,29,10,2021-03-08
Islas Baleares,113,344,41,1409,0,1,2021-03-08
Islas Canarias,304,557,82,1737,21,7,2021-03-08
La Rioja,63,871,20,3774,4,2,2021-03-08
Melilla,15,824,5,2941,2,3,2021-03-08
País Vasco,494,999,106,2494,33,15,2021-03-08
Principado de Asturias,385,1099,106,3183,22,2,2021-03-08
Región de Murcia,159,385,60,1235,19,9,2021-03-08
Andalucía,1367,761,318,1702,156,183,2021-03-09
Aragón,310,74,64,2712,29,38,2021-03-09
Cantabria,79,503,23,1917,14,10,2021-03-09
Castilla y León,586,842,178,3074,53,55,2021-03-09
Castilla-La Mancha,274,552,84,2116,23,22,2021-03-09
Cataluña,2015,819,502,3472,172,262,2021-03-09
Ceuta,21,1045,9,5294,0,1,2021-03-09
Comunidad de Madrid,2235,1312,496,3857,188,276,2021-03-09
Comunidad Foral de Navarra,70,36,16,1221,5,5,2021-03-09
Comunidad Valenciana,566,493,172,1722,43,83,2021-03-09
España,9381,754,2358,2324,853,1152,2021-03-09
Extremadura,45,153,16,78,3,3,2021-03-09
Galicia,329,39,75,958,25,39,2021-03-09
Islas Baleares,114,348,37,1271,8,8,2021-03-09
Islas Canarias,301,552,80,1695,30,23,2021-03-09
La Rioja,63,871,19,3585,5,5,2021-03-09
Melilla,13,714,5,2941,2,4,2021-03-09
País Vasco,477,973,103,2401,56,78,2021-03-09
Principado de Asturias,360,1027,103,3093,28,42,2021-03-09
Región de Murcia,156,378,58,1193,13,15,2021-03-09
Andalucía,1314,73,314,169,143,202,2021-03-10
Aragón,300,716,61,2585,28,34,2021-03-10
Cantabria,79,503,20,1667,7,6,2021-03-10
Castilla y León,551,792,168,2897,44,64,2021-03-10
Castilla-La Mancha,256,516,80,201,20,32,2021-03-10
Cataluña,2002,797,501,345,199,217,2021-03-10
Ceuta,21,105,9,5294,0,0,2021-03-10
Comunidad de Madrid,2208,1296,492,3847,203,207,2021-03-10
Comunidad Foral de Navarra,71,366,17,1298,7,4,2021-03-10
Comunidad Valenciana,524,456,164,1648,52,93,2021-03-10
España,9116,728,2320,2289,858,1054,2021-03-10
Extremadura,37,126,15,732,2,10,2021-03-10
Galicia,324,384,75,958,38,28,2021-03-10
Islas Baleares,111,338,38,1306,6,7,2021-03-10
Islas Canarias,281,515,83,1758,20,26,2021-03-10
La Rioja,60,83,20,3774,4,2,2021-03-10
Melilla,13,714,5,2941,2,2,2021-03-10
País Vasco,472,941,98,2274,38,55,2021-03-10
Principado de Asturias,337,961,103,3093,29,45,2021-03-10
Región de Murcia,155,375,57,1173,16,20,2021-03-10
Andalucía,1221,678,311,1677,101,191,2021-03-11
Aragón,286,681,57,2415,30,37,2021-03-11
Cantabria,79,503,19,1583,11,10,2021-03-11
Castilla y León,535,771,168,2968,51,59,2021-03-11
Castilla-La Mancha,242,488,76,191,20,34,2021-03-11
Cataluña,1924,763,486,3354,193,262,2021-03-11
Ceuta,20,10,9,5294,0,1,2021-03-11
Comunidad de Madrid,2170,127,477,3729,190,224,2021-03-11
Comunidad Foral de Navarra,64,332,17,1298,4,8,2021-03-11
Comunidad Valenciana,492,428,164,1662,35,64,2021-03-11
España,8759,699,2264,224,785,1083,2021-03-11
Extremadura,40,136,14,683,7,5,2021-03-11
Galicia,306,363,73,932,25,32,2021-03-11
Islas Baleares,108,326,35,1203,2,5,2021-03-11
Islas Canarias,283,519,83,1758,22,18,2021-03-11
La Rioja,54,747,20,3774,3,9,2021-03-11
Melilla,11,604,4,2353,0,2,2021-03-11
País Vasco,447,895,95,2209,44,72,2021-03-11
Principado de Asturias,338,962,102,3063,32,28,2021-03-11
Región de Murcia,139,337,54,1111,15,22,2021-03-11
Andalucía,1202,666,290,1555,132,164,2021-03-12
Aragón,286,68,59,25,26,29,2021-03-12
Cantabria,76,483,15,125,6,11,2021-03-12
Castilla y León,526,758,161,285,57,44,2021-03-12
Castilla-La Mancha,235,474,75,1889,16,24,2021-03-12
Cataluña,1868,736,459,3201,155,240,2021-03-12
Ceuta,20,10,9,5294,0,0,2021-03-12
Comunidad de Madrid,2127,1248,467,366,181,207,2021-03-12
Comunidad Foral de Navarra,60,311,15,1145,6,9,2021-03-12
Comunidad Valenciana,448,39,157,1589,35,58,2021-03-12
España,8540,681,2186,2164,795,971,2021-03-12
Extremadura,39,133,13,634,2,4,2021-03-12
Galicia,295,351,75,958,32,29,2021-03-12
Islas Baleares,103,313,33,1134,10,16,2021-03-12
Islas Canarias,283,519,83,1758,23,21,2021-03-12
La Rioja,51,705,20,3774,3,6,2021-03-12
Melilla,13,714,3,1765,4,2,2021-03-12
País Vasco,444,894,94,2176,50,50,2021-03-12
Principado de Asturias,328,935,104,3123,42,36,2021-03-12
Región de Murcia,136,329,54,1111,15,21,2021-03-12
Andalucía,1211,671,290,1556,107,74,2021-03-15
Aragón,284,674,55,2311,13,4,2021-03-15
Cantabria,78,496,12,10,9,1,2021-03-15
Castilla y León,493,722,152,2799,29,18,2021-03-15
Castilla-La Mancha,220,444,71,1793,13,12,2021-03-15
Cataluña,1965,774,450,3114,145,84,2021-03-15
Ceuta,26,1294,10,5882,4,0,2021-03-15
Comunidad de Madrid,2200,1288,449,3533,138,86,2021-03-15
Comunidad Foral de Navarra,65,337,16,1221,6,0,2021-03-15
Comunidad Valenciana,426,374,153,1582,25,23,2021-03-15
España,8682,694,2112,2104,615,374,2021-03-15
Extremadura,39,133,13,634,1,1,2021-03-15
Galicia,284,338,67,867,18,21,2021-03-15
Islas Baleares,93,281,34,1168,2,4,2021-03-15
Islas Canarias,307,564,84,1818,32,4,2021-03-15
La Rioja,47,65,19,3585,1,1,2021-03-15
Melilla,22,1209,2,1176,9,4,2021-03-15
País Vasco,471,955,93,2173,20,13,2021-03-15
Principado de Asturias,306,873,89,2673,27,15,2021-03-15
Región de Murcia,145,351,53,1091,16,9,2021-03-15
Andalucía,1163,644,278,1489,131,175,2021-03-16
Aragón,279,663,54,2288,33,33,2021-03-16
Cantabria,64,407,12,10,9,16,2021-03-16
Castilla y León,477,705,146,2669,58,69,2021-03-16
Castilla-La Mancha,206,416,66,1671,10,26,2021-03-16
Cataluña,1906,75,443,3066,196,250,2021-03-16
Ceuta,25,1244,9,5294,0,2,2021-03-16
Comunidad de Madrid,2114,1233,431,3396,202,279,2021-03-16
Comunidad Foral de Navarra,60,311,14,1069,3,8,2021-03-16
Comunidad Valenciana,396,348,137,142,31,64,2021-03-16
España,8348,667,2037,2024,844,1126,2021-03-16
Extremadura,35,119,9,439,5,7,2021-03-16
Galicia,289,344,62,792,39,28,2021-03-16
Islas Baleares,85,258,31,1065,4,13,2021-03-16
Islas Canarias,288,527,85,1782,18,20,2021-03-16
La Rioja,52,719,19,3585,7,2,2021-03-16
Melilla,20,1099,3,1765,1,3,2021-03-16
País Vasco,446,895,95,2214,50,78,2021-03-16
Principado de Asturias,309,883,91,2733,33,28,2021-03-16
Región de Murcia,134,325,52,107,14,25,2021-03-16
Andalucía,1136,631,265,1425,125,152,2021-03-17
Aragón,255,608,51,2161,22,45,2021-03-17
Cantabria,58,369,14,1167,13,16,2021-03-17
Castilla y León,465,688,144,2628,48,58,2021-03-17
Castilla-La Mancha,179,362,63,1599,11,33,2021-03-17
Cataluña,1842,727,454,3155,216,241,2021-03-17
Ceuta,27,1343,9,5294,3,1,2021-03-17
Comunidad de Madrid,2070,1202,414,3331,200,236,2021-03-17
Comunidad Foral de Navarra,63,327,15,1181,8,6,2021-03-17
Comunidad Valenciana,365,321,133,139,34,54,2021-03-17
España,8071,645,1997,1993,826,1014,2021-03-17
Extremadura,31,105,9,431,2,5,2021-03-17
Galicia,282,336,59,754,35,33,2021-03-17
Islas Baleares,86,26,30,1031,6,6,2021-03-17
Islas Canarias,278,509,81,1705,17,26,2021-03-17
La Rioja,49,678,19,3585,1,4,2021-03-17
Melilla,19,1044,4,2353,2,3,2021-03-17
País Vasco,441,882,95,2204,49,60,2021-03-17
Principado de Asturias,298,851,87,2613,20,20,2021-03-17
Región de Murcia,127,308,51,1049,14,15,2021-03-17
Andalucía,1087,604,275,1476,152,162,2021-03-18
Aragón,251,599,50,2119,19,23,2021-03-18
Cantabria,63,401,15,125,15,6,2021-03-18
Castilla y León,453,668,143,2609,51,42,2021-03-18
Castilla-La Mancha,169,342,59,1497,15,23,2021-03-18
Cataluña,1798,707,419,2947,173,226,2021-03-18
Ceuta,26,1294,10,5882,1,1,2021-03-18
Comunidad de Madrid,2025,1194,413,3358,203,237,2021-03-18
Comunidad Foral de Navarra,65,337,17,1339,9,4,2021-03-18
Comunidad Valenciana,335,295,127,1333,28,63,2021-03-18
España,7841,627,1950,1952,857,993,2021-03-18
Extremadura,37,126,8,383,8,4,2021-03-18
Galicia,257,306,55,702,24,29,2021-03-18
Islas Baleares,86,259,29,997,4,7,2021-03-18
Islas Canarias,283,518,81,1698,39,26,2021-03-18
La Rioja,46,636,18,3396,3,7,2021-03-18
Melilla,18,989,5,2941,3,4,2021-03-18
País Vasco,409,823,90,2083,48,92,2021-03-18
Principado de Asturias,305,871,88,2643,43,23,2021-03-18
Región de Murcia,128,31,48,988,19,14,2021-03-18
Andalucía,1110,616,261,1403,85,57,2021-03-22
Aragón,254,606,50,2119,16,10,2021-03-22
Cantabria,64,407,15,125,6,4,2021-03-22
Castilla y León,408,609,133,2491,18,11,2021-03-22
Castilla-La Mancha,171,346,50,1269,17,5,2021-03-22
Cataluña,1834,727,443,3137,152,96,2021-03-22
Ceuta,28,14,9,5294,1,2,2021-03-22
Comunidad de Madrid,2100,1221,438,357,150,63,2021-03-22
Comunidad Foral de Navarra,77,4,19,1496,12,2,2021-03-22
Comunidad Valenciana,336,302,114,1231,31,11,2021-03-22
España,8010,643,1935,1954,612,305,2021-03-22
Extremadura,44,149,10,478,1,1,2021-03-22
Galicia,268,319,53,677,22,7,2021-03-22
Islas Baleares,77,247,25,896,3,2,2021-03-22
Islas Canarias,299,547,82,1726,24,6,2021-03-22
La Rioja,47,65,16,3019,3,1,2021-03-22
Melilla,20,1099,5,2941,2,3,2021-03-22
País Vasco,442,876,84,1986,37,11,2021-03-22
Principado de Asturias,307,885,81,2485,20,8,2021-03-22
Región de Murcia,124,3,47,967,12,5,2021-03-22
Andalucía,1096,607,262,14,125,134,2021-03-23
Aragón,270,643,50,2119,37,16,2021-03-23
Cantabria,62,394,15,125,10,6,2021-03-23
Castilla y León,397,588,127,2313,46,37,2021-03-23
Castilla-La Mancha,165,334,47,1193,22,15,2021-03-23
Cataluña,1847,729,449,3173,226,229,2021-03-23
Ceuta,27,135,8,4706,2,3,2021-03-23
Comunidad de Madrid,2073,1204,423,3425,226,228,2021-03-23
Comunidad Foral de Navarra,83,432,17,1339,10,3,2021-03-23
Comunidad Valenciana,326,284,108,1129,39,43,2021-03-23
España,7926,634,1880,1887,914,879,2021-03-23
Extremadura,42,142,10,472,3,2,2021-03-23
Galicia,252,3,47,6,32,26,2021-03-23
Islas Baleares,82,264,24,886,5,1,2021-03-23
Islas Canarias,307,562,80,1677,30,13,2021-03-23
La Rioja,43,595,15,283,0,4,2021-03-23
Melilla,23,1264,4,2353,4,2,2021-03-23
País Vasco,427,853,77,1812,57,70,2021-03-23
Principado de Asturias,288,83,74,227,28,32,2021-03-23
Región de Murcia,116,282,43,9,12,15,2021-03-23
Andalucía,1060,587,244,1309,125,150,2021-03-24
Aragón,276,657,50,2119,26,18,2021-03-24
Cantabria,59,375,17,1417,11,8,2021-03-24
Castilla y León,410,609,125,2277,46,31,2021-03-24
Castilla-La Mancha,173,35,45,1142,15,17,2021-03-24
Cataluña,1837,725,448,318,194,235,2021-03-24
