Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios,number_file
Ceuta,2020-06-17,163,8.26,4,0,0,139
Comunidad de Madrid,2020-06-17,70799,20.68,8691,124,0,139
Comunidad Foral de Navarra,2020-06-17,5359,8.71,490,47,0,139
Comunidad Valenciana,2020-06-17,11431,3.26,1332,10,0,139
España,2020-06-17,244683,8.87,27136,355,0,139
Extremadura,2020-06-17,2992,1.78,508,2,0,139
Galicia,2020-06-17,9164,0.89,609,3,0,139
Islas Baleares,2020-06-17,2165,3.91,209,2,0,139
Islas Canarias,2020-06-17,2382,1.16,151,0,0,139
La Rioja,2020-06-17,4070,5.37,362,1,0,139
Melilla,2020-06-17,124,2.31,2,0,0,139
País Vasco,2020-06-17,13658,5.8,1424,10,0,139
Principado de Asturias,2020-06-17,2436,1.08,314,-2,0,139
Región de Murcia,2020-06-17,1631,1.47,148,2,0,139
Andalucía,2020-06-18,12844,0.97,1404,5,0,140
Aragón,2020-06-18,5855,8.49,826,5,0,140
Cantabria,2020-06-18,2341,4.3,202,3,0,140
Castilla y León,2020-06-18,19434,14.21,1928,27,0,140
Castilla-La Mancha,2020-06-18,17894,14.86,2945,49,0,140
Cataluña,2020-06-18,60340,18.68,5587,310,0,140
Ceuta,2020-06-18,163,0,4,0,0,140
Comunidad de Madrid,2020-06-18,70934,19.54,8691,135,0,140
Comunidad Foral de Navarra,2020-06-18,5364,8.87,490,5,0,140
Comunidad Valenciana,2020-06-18,11441,3.24,1332,10,0,140
España,2020-06-18,245268,8.77,27136,585,0,140
Extremadura,2020-06-18,2999,2.44,508,7,0,140
Galicia,2020-06-18,9164,0.85,609,0,0,140
Islas Baleares,2020-06-18,2167,3.74,209,2,0,140
Islas Canarias,2020-06-18,2398,1.67,151,16,0,140
La Rioja,2020-06-18,4070,5.05,362,0,0,140
Melilla,2020-06-18,124,2.31,2,0,0,140
País Vasco,2020-06-18,13670,6.11,1424,12,0,140
Principado de Asturias,2020-06-18,2435,0.98,314,-1,0,140
Región de Murcia,2020-06-18,1631,1.07,148,0,0,140
Andalucía,2020-06-19,12864,1.08,1426,20,22,141
Aragón,2020-06-19,5880,8.72,911,25,85,141
Cantabria,2020-06-19,2342,3.79,216,1,14,141
Castilla y León,2020-06-19,19466,14.09,2775,32,847,141
Castilla-La Mancha,2020-06-19,17894,12.79,3022,0,77,141
Cataluña,2020-06-19,60450,17.98,5662,110,75,141
Ceuta,2020-06-19,163,0,4,0,0,141
Comunidad de Madrid,2020-06-19,71007,18.52,8416,73,-275,141
Comunidad Foral de Navarra,2020-06-19,5370,8.41,528,6,38,141
Comunidad Valenciana,2020-06-19,11451,3.06,1430,10,98,141
España,2020-06-19,245575,8.44,28315,307,1179,141
Extremadura,2020-06-19,3000,2.25,519,1,11,141
Galicia,2020-06-19,9169,0.93,619,5,10,141
Islas Baleares,2020-06-19,2169,3.57,224,2,15,141
Islas Canarias,2020-06-19,2402,1.81,162,4,11,141
La Rioja,2020-06-19,4072,4.73,365,2,3,141
Melilla,2020-06-19,124,2.31,2,0,0,141
País Vasco,2020-06-19,13679,6.43,1554,9,130,141
Principado de Asturias,2020-06-19,2435,0.98,333,0,19,141
Región de Murcia,2020-06-19,1638,1.41,147,7,-1,141
Andalucía,2020-06-20,12875,1.06,1426,11,0,142
Aragón,2020-06-20,5898,9.02,911,18,0,142
Cantabria,2020-06-20,2342,3.61,216,0,0,142
Castilla y León,2020-06-20,19485,12.17,2776,19,1,142
Castilla-La Mancha,2020-06-20,17940,12.74,3022,46,0,142
Cataluña,2020-06-20,60530,15.66,5666,80,4,142
Ceuta,2020-06-20,163,0,4,0,0,142
Comunidad de Madrid,2020-06-20,71144,18.08,8416,137,0,142
Comunidad Foral de Navarra,2020-06-20,5378,8.1,528,8,0,142
Comunidad Valenciana,2020-06-20,11476,3.1,1431,25,1,142
España,2020-06-20,245938,7.9,28322,363,7,142
Extremadura,2020-06-20,3001,2.25,519,1,0,142
Galicia,2020-06-20,9167,0.78,619,-2,0,142
Islas Baleares,2020-06-20,2174,3.65,224,5,0,142
Islas Canarias,2020-06-20,2402,1.76,162,0,0,142
La Rioja,2020-06-20,4073,5.05,365,1,0,142
Melilla,2020-06-20,124,2.31,2,0,0,142
País Vasco,2020-06-20,13693,6.75,1555,14,1,142
Principado de Asturias,2020-06-20,2435,0.78,333,0,0,142
Región de Murcia,2020-06-20,1638,1.27,147,0,0,142
Andalucía,2020-06-21,12884,1.07,1426,9,0,143
Aragón,2020-06-21,5931,10.69,911,33,0,143
Cantabria,2020-06-21,2344,3.96,216,2,0,143
Castilla y León,2020-06-21,19499,12.13,2777,14,1,143
Castilla-La Mancha,2020-06-21,17965,12.99,3022,25,0,143
Cataluña,2020-06-21,60645,16.19,5666,115,0,143
Ceuta,2020-06-21,163,0,4,0,0,143
Comunidad de Madrid,2020-06-21,71223,18.08,8416,79,0,143
Comunidad Foral de Navarra,2020-06-21,5381,8.1,528,3,0,143
Comunidad Valenciana,2020-06-21,11479,2.84,1431,3,0,143
España,2020-06-21,246272,8.08,28323,334,1,143
Extremadura,2020-06-21,3006,2.72,519,5,0,143
Galicia,2020-06-21,9174,1.04,619,7,0,143
Islas Baleares,2020-06-21,2179,3.83,224,5,0,143
Islas Canarias,2020-06-21,2414,2.09,162,12,0,143
La Rioja,2020-06-21,4073,3.79,365,0,0,143
Melilla,2020-06-21,124,2.31,2,0,0,143
País Vasco,2020-06-21,13708,7.11,1555,15,0,143
Principado de Asturias,2020-06-21,2435,0.68,333,0,0,143
Región de Murcia,2020-06-21,1645,1.67,147,7,0,143
Andalucía,2020-06-22,12892,1.13,1426,8,0,144
Aragón,2020-06-22,5964,12.81,911,33,0,144
Cantabria,2020-06-22,2344,3.61,216,0,0,144
Castilla y León,2020-06-22,19516,12.34,2778,17,1,144
Castilla-La Mancha,2020-06-22,17987,13.53,3022,22,0,144
Cataluña,2020-06-22,60714,16.55,5666,69,0,144
Ceuta,2020-06-22,163,0,4,0,0,144
Comunidad de Madrid,2020-06-22,71248,18.13,8416,25,0,144
Comunidad Foral de Navarra,2020-06-22,5402,10.39,528,21,0,144
Comunidad Valenciana,2020-06-22,11486,2.74,1431,7,0,144
España,2020-06-22,246504,8.3,28324,232,1,144
Extremadura,2020-06-22,3010,3.09,519,4,0,144
Galicia,2020-06-22,9174,1,619,0,0,144
Islas Baleares,2020-06-22,2187,4.52,224,8,0,144
Islas Canarias,2020-06-22,2414,2.04,162,0,0,144
La Rioja,2020-06-22,4073,3.47,365,0,0,144
Melilla,2020-06-22,127,5.78,2,3,0,144
País Vasco,2020-06-22,13715,7.07,1555,7,0,144
Principado de Asturias,2020-06-22,2435,0.49,333,0,0,144
Región de Murcia,2020-06-22,1653,2.14,147,8,0,144
Andalucía,2020-06-23,12895,1.11,1426,3,0,145
Aragón,2020-06-23,6011,15.84,911,47,0,145
Cantabria,2020-06-23,2344,3.44,216,0,0,145
Castilla y León,2020-06-23,19527,11.42,2779,11,1,145
Castilla-La Mancha,2020-06-23,17987,11.71,3022,0,0,145
Cataluña,2020-06-23,60754,15.93,5666,40,0,145
Ceuta,2020-06-23,163,0,4,0,0,145
Comunidad de Madrid,2020-06-23,71359,17.75,8416,111,0,145
Comunidad Foral de Navarra,2020-06-23,5415,12.23,528,13,0,145
Comunidad Valenciana,2020-06-23,11494,2.84,1431,8,0,145
España,2020-06-23,246752,8.1,28325,248,1,145
Extremadura,2020-06-23,3011,3.09,519,1,0,145
Galicia,2020-06-23,9175,0.93,619,1,0,145
Islas Baleares,2020-06-23,2188,4.35,224,1,0,145
Islas Canarias,2020-06-23,2415,2.04,162,1,0,145
La Rioja,2020-06-23,4073,3.47,365,0,0,145
Melilla,2020-06-23,126,4.62,2,-1,0,145
País Vasco,2020-06-23,13727,6.79,1555,12,0,145
Principado de Asturias,2020-06-23,2435,0.39,333,0,0,145
Región de Murcia,2020-06-23,1653,1.87,147,0,0,145
Andalucía,2020-06-24,12917,1.26,1426,22,0,146
Aragón,2020-06-24,6060,18.42,911,49,0,146
Cantabria,2020-06-24,2351,4.65,216,7,0,146
Castilla y León,2020-06-24,19563,11.42,2780,36,1,146
Castilla-La Mancha,2020-06-24,17987,9.79,3022,0,0,146
Cataluña,2020-06-24,60847,15.35,5666,93,0,146
Ceuta,2020-06-24,164,1.18,4,1,0,146
Comunidad de Madrid,2020-06-24,71434,16.99,8416,75,0,146
Comunidad Foral de Navarra,2020-06-24,5426,13.15,528,11,0,146
Comunidad Valenciana,2020-06-24,11501,2.62,1432,7,1,146
España,2020-06-24,247086,7.93,28327,334,2,146
Extremadura,2020-06-24,3017,3.28,519,6,0,146
Galicia,2020-06-24,9178,0.89,619,3,0,146
Islas Baleares,2020-06-24,2189,4.35,224,1,0,146
Islas Canarias,2020-06-24,2421,2.32,162,6,0,146
La Rioja,2020-06-24,4073,3.16,365,0,0,146
Melilla,2020-06-24,126,4.62,2,0,0,146
País Vasco,2020-06-24,13742,6.75,1555,15,0,146
Principado de Asturias,2020-06-24,2435,0.39,333,0,0,146
Región de Murcia,2020-06-24,1655,1.87,147,2,0,146
Andalucía,2020-06-25,12957,1.66,1426,40,0,147
Aragón,2020-06-25,6112,21.83,911,52,0,147
Cantabria,2020-06-25,2351,4.13,216,0,0,147
Castilla y León,2020-06-25,19585,11.04,2783,22,3,147
Castilla-La Mancha,2020-06-25,18021,8.17,3020,34,-2,147
Cataluña,2020-06-25,60927,14.11,5666,80,0,147
Ceuta,2020-06-25,163,0,4,-1,0,147
Comunidad de Madrid,2020-06-25,71579,16.72,8417,145,1,147
Comunidad Foral de Navarra,2020-06-25,5426,12.53,528,0,0,147
Comunidad Valenciana,2020-06-25,11509,2.5,1432,8,0,147
España,2020-06-25,247486,7.74,28330,400,3,147
Extremadura,2020-06-25,3019,3.37,519,2,0,147
Galicia,2020-06-25,9186,1.15,619,8,0,147
Islas Baleares,2020-06-25,2191,4.18,224,2,0,147
Islas Canarias,2020-06-25,2423,2.32,162,2,0,147
La Rioja,2020-06-25,4074,3.47,365,1,0,147
Melilla,2020-06-25,126,4.62,2,0,0,147
País Vasco,2020-06-25,13745,6.39,1555,3,0,147
Principado de Asturias,2020-06-25,2435,0.39,334,0,1,147
Región de Murcia,2020-06-25,1657,1.94,147,2,0,147
Andalucía,2020-06-26,12984,1.9,1426,27,0,148
Aragón,2020-06-26,6228,27.51,912,116,1,148
Cantabria,2020-06-26,2351,3.61,216,0,0,148
Castilla y León,2020-06-26,19607,10.88,2783,22,0,148
Castilla-La Mancha,2020-06-26,18024,8.31,3024,3,4,148
Cataluña,2020-06-26,61073,14.19,5668,146,2,148
Ceuta,2020-06-26,163,0,4,0,0,148
Comunidad de Madrid,2020-06-26,71632,15.73,8418,53,1,148
Comunidad Foral de Navarra,2020-06-26,5442,14.37,528,16,0,148
Comunidad Valenciana,2020-06-26,11512,2.24,1432,3,0,148
España,2020-06-26,247905,7.81,28338,419,8,148
Extremadura,2020-06-26,3025,3.75,519,6,0,148
Galicia,2020-06-26,9193,1.33,619,7,0,148
Islas Baleares,2020-06-26,2194,3.91,224,3,0,148
Islas Canarias,2020-06-26,2426,2.41,162,3,0,148
La Rioja,2020-06-26,4076,3.16,365,2,0,148
Melilla,2020-06-26,126,4.62,2,0,0,148
País Vasco,2020-06-26,13756,6.34,1555,11,0,148
Principado de Asturias,2020-06-26,2435,0,334,0,0,148
Región de Murcia,2020-06-26,1658,1.94,147,1,0,148
Andalucía,2020-06-27,13027,2.34,1426,43,0,149
Aragón,2020-06-27,6255,29.33,912,27,0,149
Cantabria,2020-06-27,2351,3.27,216,0,0,149
Castilla y León,2020-06-27,19634,10.88,2783,27,0,149
Castilla-La Mancha,2020-06-27,18076,10.28,3024,52,0,149
Cataluña,2020-06-27,61229,14.07,5668,156,0,149
Ceuta,2020-06-27,163,0,4,0,0,149
Comunidad de Madrid,2020-06-27,71839,14.78,8420,207,2,149
Comunidad Foral de Navarra,2020-06-27,5450,15.13,528,8,0,149
Comunidad Valenciana,2020-06-27,11531,2.24,1432,19,0,149
España,2020-06-27,248469,7.86,28341,564,3,149
Extremadura,2020-06-27,3026,3.75,519,1,0,149
Galicia,2020-06-27,9199,1.52,619,6,0,149
Islas Baleares,2020-06-27,2201,3.83,224,7,0,149
Islas Canarias,2020-06-27,2427,2.28,162,1,0,149
La Rioja,2020-06-27,4076,2.84,366,0,1,149
Melilla,2020-06-27,126,3.47,2,0,0,149
País Vasco,2020-06-27,13766,5.98,1555,10,0,149
Principado de Asturias,2020-06-27,2435,0,334,0,0,149
Región de Murcia,2020-06-27,1658,1.94,147,0,0,149
Andalucía,2020-06-28,13045,2.5,1426,18,0,150
Aragón,2020-06-28,6304,32.52,912,49,0,150
Cantabria,2020-06-28,2362,4.82,216,11,0,150
Castilla y León,2020-06-28,19634,10.42,2783,0,0,150
Castilla-La Mancha,2020-06-28,18094,9.94,3024,18,0,150
Cataluña,2020-06-28,61355,15.26,5669,126,1,150
Ceuta,2020-06-28,163,0,4,0,0,150
Comunidad de Madrid,2020-06-28,71881,15.19,8421,42,1,150
Comunidad Foral de Navarra,2020-06-28,5459,16.51,528,9,0,150
Comunidad Valenciana,2020-06-28,11537,2.18,1432,6,0,150
España,2020-06-28,248770,8.23,28343,301,2,150
Extremadura,2020-06-28,3026,3.56,519,0,0,150
Galicia,2020-06-28,9202,1.59,619,3,0,150
Islas Baleares,2020-06-28,2205,4,224,4,0,150
Islas Canarias,2020-06-28,2427,2.18,162,0,0,150
La Rioja,2020-06-28,4076,2.53,366,0,0,150
Melilla,2020-06-28,126,2.31,2,0,0,150
País Vasco,2020-06-28,13767,5.62,1555,1,0,150
Principado de Asturias,2020-06-28,2435,0,334,0,0,150
Región de Murcia,2020-06-28,1672,2.81,147,14,0,150
Andalucía,2020-06-29,13080,2.9,1426,35,0,151
Aragón,2020-06-29,6319,33.43,912,15,0,151
Cantabria,2020-06-29,2362,4.82,216,0,0,151
Castilla y León,2020-06-29,19665,11.5,2784,31,1,151
Castilla-La Mancha,2020-06-29,18120,10.77,3025,26,1,151
Cataluña,2020-06-29,61417,15.65,5669,62,0,151
Ceuta,2020-06-29,163,0,4,0,0,151
Comunidad de Madrid,2020-06-29,71885,15.01,8421,4,0,151
Comunidad Foral de Navarra,2020-06-29,5463,17.12,528,4,0,151
Comunidad Valenciana,2020-06-29,11541,2.2,1432,4,0,151
España,2020-06-29,248970,8.47,28346,200,3,151
Extremadura,2020-06-29,3027,3.65,519,1,0,151
Galicia,2020-06-29,9206,1.78,619,4,0,151
Islas Baleares,2020-06-29,2206,3.74,224,1,0,151
Islas Canarias,2020-06-29,2427,2.14,162,0,0,151
La Rioja,2020-06-29,4076,2.21,366,0,0,151
Melilla,2020-06-29,126,2.31,2,0,0,151
País Vasco,2020-06-29,13772,5.39,1556,5,1,151
Principado de Asturias,2020-06-29,2435,0,334,0,0,151
Región de Murcia,2020-06-29,1680,3.35,147,8,0,151
Andalucía,2020-06-30,13102,3.14,1427,22,1,152
Aragón,2020-06-30,6330,34.11,912,11,0,152
Cantabria,2020-06-30,2362,4.47,216,0,0,152
Castilla y León,2020-06-30,19685,11.21,2784,20,0,152
Castilla-La Mancha,2020-06-30,18158,11.31,3026,38,1,152
Cataluña,2020-06-30,61494,15.61,5670,77,1,152
Ceuta,2020-06-30,163,0,4,0,0,152
Comunidad de Madrid,2020-06-30,71950,14.12,8425,65,4,152
Comunidad Foral de Navarra,2020-06-30,5463,16.97,528,0,0,152
Comunidad Valenciana,2020-06-30,11579,2.86,1432,38,0,152
España,2020-06-30,249271,8.5,28355,301,9,152
Extremadura,2020-06-30,3030,3.75,519,3,0,152
Galicia,2020-06-30,9215,2.04,619,9,0,152
Islas Baleares,2020-06-30,2209,4,224,3,0,152
Islas Canarias,2020-06-30,2427,2.09,162,0,0,152
La Rioja,2020-06-30,4076,2.21,366,0,0,152
Melilla,2020-06-30,126,2.31,2,0,0,152
País Vasco,2020-06-30,13783,5.39,1558,11,2,152
Principado de Asturias,2020-06-30,2435,0,334,0,0,152
Región de Murcia,2020-06-30,1684,3.55,147,4,0,152
Andalucía,2020-07-01,13139,3.53,1428,37,1,153
Aragón,2020-07-01,6353,35.47,912,23,0,153
Cantabria,2020-07-01,2363,4.3,216,1,0,153
Castilla y León,2020-07-01,19730,10,2787,45,3,153
Castilla-La Mancha,2020-07-01,18160,9.99,3026,2,0,153
Cataluña,2020-07-01,61639,15.92,5671,145,1,153
Ceuta,2020-07-01,163,0,4,0,0,153
Comunidad de Madrid,2020-07-01,72033,13.31,8426,83,1,153
Comunidad Foral de Navarra,2020-07-01,5468,16.81,528,5,0,153
Comunidad Valenciana,2020-07-01,11588,2.88,1432,9,0,153
España,2020-07-01,249659,8.47,28363,388,8,153
Extremadura,2020-07-01,3033,3.93,519,3,0,153
Galicia,2020-07-01,9222,2.26,619,7,0,153
Islas Baleares,2020-07-01,2216,4.61,224,7,0,153
Islas Canarias,2020-07-01,2432,2.23,162,5,0,153
La Rioja,2020-07-01,4077,2.21,366,1,0,153
Melilla,2020-07-01,126,2.31,2,0,0,153
País Vasco,2020-07-01,13792,5.39,1560,9,2,153
Principado de Asturias,2020-07-01,2435,0,334,0,0,153
Región de Murcia,2020-07-01,1690,3.82,147,6,0,153
Andalucía,2020-07-02,13123,3.62,1428,-16,0,154
Aragón,2020-07-02,6380,37.14,912,27,0,154
Cantabria,2020-07-02,2364,3.96,216,1,0,154
Castilla y León,2020-07-02,19750,9.75,2787,20,0,154
Castilla-La Mancha,2020-07-02,18187,10.23,3026,27,0,154
Cataluña,2020-07-02,61888,17.93,5673,249,2,154
Ceuta,2020-07-02,163,0,4,0,0,154
Comunidad de Madrid,2020-07-02,72096,12.35,8428,63,2,154
Comunidad Foral de Navarra,2020-07-02,5476,17.27,528,8,0,154
Comunidad Valenciana,2020-07-02,11616,3.08,1432,28,0,154
España,2020-07-02,250103,8.74,28368,444,5,154
Extremadura,2020-07-02,3040,3.93,519,7,0,154
Galicia,2020-07-02,9239,2.82,619,17,0,154
Islas Baleares,2020-07-02,2220,4.7,224,4,0,154
Islas Canarias,2020-07-02,2431,1.53,162,-1,0,154
La Rioja,2020-07-02,4078,2.53,366,1,0,154
Melilla,2020-07-02,126,2.31,2,0,0,154
País Vasco,2020-07-02,13798,5.16,1560,6,0,154
Principado de Asturias,2020-07-02,2435,0,334,0,0,154
Región de Murcia,2020-07-02,1693,3.82,148,3,1,154
Andalucía,2020-07-03,13205,3.57,1433,82,5,155
Aragón,2020-07-03,6412,37.52,912,32,0,155
Cantabria,2020-07-03,2364,3.79,216,0,0,155
Castilla y León,2020-07-03,19753,9.38,2787,3,0,155
Castilla-La Mancha,2020-07-03,18209,10.67,3026,22,0,155
Cataluña,2020-07-03,62057,18.62,5673,169,0,155
Ceuta,2020-07-03,163,0,4,0,0,155
Comunidad de Madrid,2020-07-03,72168,11.65,8439,72,11,155
Comunidad Foral de Navarra,2020-07-03,5477,16.36,528,1,0,155
Comunidad Valenciana,2020-07-03,11630,2.96,1432,14,0,155
España,2020-07-03,250545,8.76,28385,442,17,155
Extremadura,2020-07-03,3047,4.5,519,7,0,155
Galicia,2020-07-03,9251,3.19,619,12,0,155
Islas Baleares,2020-07-03,2228,4.96,224,8,0,155
Islas Canarias,2020-07-03,2436,1.58,162,5,0,155
La Rioja,2020-07-03,4078,1.89,366,0,0,155
Melilla,2020-07-03,126,2.31,2,0,0,155
País Vasco,2020-07-03,13809,5.07,1561,11,1,155
Principado de Asturias,2020-07-03,2435,0,334,0,0,155
Región de Murcia,2020-07-03,1697,3.75,148,4,0,155
Andalucía,2020-07-06,13259,3.91,1433,54,0,156
Aragón,2020-07-06,6495,37.22,913,83,1,156
Cantabria,2020-07-06,2368,3.27,216,4,0,156
Castilla y León,2020-07-06,19770,8.42,2787,17,0,156
Castilla-La Mancha,2020-07-06,18273,10.63,3027,64,1,156
Cataluña,2020-07-06,62797,25.64,5674,740,1,156
Ceuta,2020-07-06,163,0,4,0,0,156
Comunidad de Madrid,2020-07-06,72269,10.58,8439,101,0,156
Comunidad Foral de Navarra,2020-07-06,5483,12.38,528,6,0,156
Comunidad Valenciana,2020-07-06,11666,3.18,1432,36,0,156
España,2020-07-06,251789,9.82,28388,1244,3,156
Extremadura,2020-07-06,3064,5.06,519,17,0,156
Galicia,2020-07-06,9330,5.85,619,79,0,156
Islas Baleares,2020-07-06,2238,4.44,224,10,0,156
Islas Canarias,2020-07-06,2441,1.16,162,5,0,156
La Rioja,2020-07-06,4078,1.58,366,0,0,156
Melilla,2020-07-06,126,0,2,0,0,156
País Vasco,2020-07-06,13828,4.62,1561,19,0,156
Principado de Asturias,2020-07-06,2435,0,334,0,0,156
Región de Murcia,2020-07-06,1706,3.55,148,9,0,156
Andalucía,2020-07-07,13275,4.08,1433,16,0,157
Aragón,2020-07-07,6519,35.47,913,24,0,157
Cantabria,2020-07-07,2368,3.27,216,0,0,157
Castilla y León,2020-07-07,19773,7.71,2788,3,1,157
Castilla-La Mancha,2020-07-07,18291,11.46,3028,18,1,157
Cataluña,2020-07-07,62943,26.4,5675,146,1,157
Ceuta,2020-07-07,163,0,4,0,0,157
Comunidad de Madrid,2020-07-07,72336,10.69,8440,67,1,157
Comunidad Foral de Navarra,2020-07-07,5486,10.85,528,3,0,157
Comunidad Valenciana,2020-07-07,11685,3.36,1432,19,0,157
España,2020-07-07,252130,10.01,28392,341,4,157
Extremadura,2020-07-07,3066,5.15,519,2,0,157
Galicia,2020-07-07,9336,6.08,619,6,0,157
Islas Baleares,2020-07-07,2239,4.52,224,1,0,157
Islas Canarias,2020-07-07,2443,1.25,162,2,0,157
La Rioja,2020-07-07,4078,1.58,366,0,0,157
Melilla,2020-07-07,126,0,2,0,0,157
País Vasco,2020-07-07,13859,5.57,1561,31,0,157
Principado de Asturias,2020-07-07,2435,0,334,0,0,157
Región de Murcia,2020-07-07,1709,3.68,148,3,0,157
Andalucía,2020-07-08,13303,4.08,1434,28,1,158
Aragón,2020-07-08,6578,35.93,913,59,0,158
Cantabria,2020-07-08,2369,3.1,216,1,0,158
Castilla y León,2020-07-08,19778,6.54,2788,5,0,158
Castilla-La Mancha,2020-07-08,18307,12,3029,16,1,158
Cataluña,2020-07-08,63042,25.68,5675,99,0,158
Ceuta,2020-07-08,163,0,4,0,0,158
Comunidad de Madrid,2020-07-08,72409,10.14,8441,73,1,158
Comunidad Foral de Navarra,2020-07-08,5490,9.78,528,4,0,158
Comunidad Valenciana,2020-07-08,11701,3.4,1432,16,0,158
España,2020-07-08,252513,9.89,28396,383,4,158
Extremadura,2020-07-08,3076,5.53,519,10,0,158
Galicia,2020-07-08,9371,7.26,619,35,0,158
Islas Baleares,2020-07-08,2240,4.35,224,1,0,158
Islas Canarias,2020-07-08,2444,1.02,162,1,0,158
La Rioja,2020-07-08,4079,1.89,366,1,0,158
Melilla,2020-07-08,126,0,2,0,0,158
País Vasco,2020-07-08,13884,6.34,1562,25,1,158
Principado de Asturias,2020-07-08,2436,0.1,334,1,0,158
Región de Murcia,2020-07-08,1717,4.15,148,8,0,158
Andalucía,2020-07-09,13338,3.41,1435,35,1,159
Aragón,2020-07-09,6637,36.31,913,59,0,159
Cantabria,2020-07-09,2369,3.1,216,0,0,159
Castilla y León,2020-07-09,19782,6.17,2791,4,3,159
Castilla-La Mancha,2020-07-09,18330,12,3029,23,0,159
Cataluña,2020-07-09,63307,28.55,5675,265,0,159
Ceuta,2020-07-09,163,0,4,0,0,159
Comunidad de Madrid,2020-07-09,72469,10.04,8442,60,1,159
Comunidad Foral de Navarra,2020-07-09,5496,9.32,528,6,0,159
Comunidad Valenciana,2020-07-09,11718,3.62,1432,17,0,159
España,2020-07-09,253056,10.32,28401,543,5,159
Extremadura,2020-07-09,3082,5.9,519,6,0,159
Galicia,2020-07-09,9403,8.04,619,32,0,159
Islas Baleares,2020-07-09,2246,4.87,224,6,0,159
Islas Canarias,2020-07-09,2451,1.25,162,7,0,159
La Rioja,2020-07-09,4079,1.26,366,0,0,159
Melilla,2020-07-09,126,0,2,0,0,159
País Vasco,2020-07-09,13903,6.48,1562,19,0,159
Principado de Asturias,2020-07-09,2436,0.1,334,0,0,159
Región de Murcia,2020-07-09,1721,4.22,148,4,0,159
Andalucía,2020-07-10,13386,3.79,1435,48,0,160
Aragón,2020-07-10,6632,35.78,915,-5,2,160
Cantabria,2020-07-10,2369,2.58,216,0,0,160
Castilla y León,2020-07-10,19787,5.67,2792,5,1,160
Castilla-La Mancha,2020-07-10,18343,11.86,3029,13,0,160
Cataluña,2020-07-10,63888,34.64,5675,581,0,160
Ceuta,2020-07-10,163,0,4,0,0,160
Comunidad de Madrid,2020-07-10,72532,9.48,8441,63,-1,160
Comunidad Foral de Navarra,2020-07-10,5523,12.38,528,27,0,160
Comunidad Valenciana,2020-07-10,11740,3.94,1432,22,0,160
España,2020-07-10,253908,11.47,28403,852,2,160
Extremadura,2020-07-10,3106,7.59,519,24,0,160
Galicia,2020-07-10,9431,8.85,619,28,0,160
Islas Baleares,2020-07-10,2249,4.96,224,3,0,160
Islas Canarias,2020-07-10,2450,1.11,162,-1,0,160
La Rioja,2020-07-10,4081,1.58,366,2,0,160
Melilla,2020-07-10,126,0,2,0,0,160
País Vasco,2020-07-10,13939,7.79,1562,36,0,160
Principado de Asturias,2020-07-10,2437,0.2,334,1,0,160
Región de Murcia,2020-07-10,1726,4.28,148,5,0,160
Andalucía,2020-07-13,13510,4.4,1435,124,0,161
Aragón,2020-07-13,6861,46.31,915,229,0,161
Cantabria,2020-07-13,2374,2.07,216,5,0,161
Castilla y León,2020-07-13,19790,4.67,2792,3,0,161
Castilla-La Mancha,2020-07-13,18392,10.28,3030,49,1,161
Cataluña,2020-07-13,65086,45.46,5676,1198,1,161
Ceuta,2020-07-13,163,0,4,0,0,161
Comunidad de Madrid,2020-07-13,72649,9.41,8442,117,1,161
Comunidad Foral de Navarra,2020-07-13,5589,19.26,528,66,0,161
Comunidad Valenciana,2020-07-13,11794,4.08,1432,54,0,161
España,2020-07-13,255953,13.9,28406,2045,3,161
Extremadura,2020-07-13,3191,15.55,519,85,0,161
Galicia,2020-07-13,9454,8.96,619,23,0,161
Islas Baleares,2020-07-13,2270,5.57,224,21,0,161
Islas Canarias,2020-07-13,2457,1.39,162,7,0,161
La Rioja,2020-07-13,4102,8.21,366,21,0,161
Melilla,2020-07-13,126,0,2,0,0,161
País Vasco,2020-07-13,13955,7.79,1562,16,0,161
Principado de Asturias,2020-07-13,2437,0.2,334,0,0,161
Región de Murcia,2020-07-13,1753,4.89,148,27,0,161
Andalucía,2020-07-14,13540,4.58,1435,30,0,162
Aragón,2020-07-14,6945,51.92,915,84,0,162
Cantabria,2020-07-14,2375,2.24,216,1,0,162
Castilla y León,2020-07-14,19826,5.92,2793,36,1,162
Castilla-La Mancha,2020-07-14,18393,9.94,3030,1,0,162
Cataluña,2020-07-14,65429,48.44,5677,343,1,162
Ceuta,2020-07-14,163,0,4,0,0,162
Comunidad de Madrid,2020-07-14,72695,9.29,8442,46,0,162
Comunidad Foral de Navarra,2020-07-14,5606,21.86,528,17,0,162
Comunidad Valenciana,2020-07-14,11831,4.6,1432,37,0,162
